0,1,2,3,4,5,6,7,8,9,10,11
0.37341161639860826,0.4470605805933328,0.11533976030759038,0.03429501717178514,0.01740248351984882,0.01013286804690875,4.1785307167300236e-05,7.524822552538322e-05,4.817134648058106e-05,0.0001507042996073467,6.264701802828459e-05,-0.0003393129841842475
0.37154090958852887,0.444885365494319,0.11762622599621246,0.03450452382984323,0.017353338008474092,0.011872341958074557,3.985827188244379e-05,7.268404325895341e-05,4.647899001642316e-05,0.00014701675801025716,2.619709351311263e-05,-0.00033902271323746076
0.3735891964218734,0.44743189409778605,0.11435823595376807,0.03378325094736869,0.017052954379994358,0.011692590276888848,4.8427499376946996e-05,7.09778850454306e-05,4.534583381911918e-05,0.00014546496890449054,2.529873385754434e-05,-0.00029848398654699974
0.3358283567945913,0.40158028135663365,0.20503556147211258,0.029311123829474504,0.014606032654480882,0.010429736289307026,4.630178872119312e-05,8.17718743902739e-05,4.413219646557422e-05,0.00011788926574418001,1.8796187698226954e-05,-0.00027090063039369403
0.32613062162075346,0.3902894881520997,0.20011545091511396,0.05740317662783364,0.01368074019940475,0.009851324350284647,4.7243504041724714e-05,8.072033737516929e-05,5.639449898945069e-05,0.00011085996867254832,1.86315940355458e-05,-0.0002558970738786751
0.32164669051703637,0.384685239692136,0.19737677685012486,0.05649625376162582,0.02758264118038652,0.009382223092804086,4.2467507200015553e-05,8.429181777603586e-05,5.013622100833569e-05,0.00014076123574782744,1.6220381873808956e-05,-0.00024622005954306537
0.31491861843588786,0.37674679731558997,0.2010377168821461,0.05778628070973814,0.028124387337859068,0.0189124004681889,4.126966790947641e-05,8.291691727795694e-05,4.8275357006397854e-05,0.00014077286446887195,2.7955192532393612e-05,-0.0002543730631670369
0.3109299980655112,0.371952388349679,0.20679325284206318,0.05945770411377604,0.028921611025420905,0.019444812165796986,9.102549746885635e-05,8.318080221121922e-05,4.9115823100489615e-05,0.00014145860695000841,2.884739592542122e-05,-0.0002695948212821152
0.30946200680085845,0.3702356212891174,0.20593541209522037,0.06167950143355267,0.03002139463726537,0.020143115424434102,9.49349312940943e-05,0.0001813153420728806,4.9420931729226885e-05,0.00014290102634665944,3.022883983695039e-05,-0.0002701665668832793
0.30872053485282336,0.36930988315181484,0.20550430194106745,0.06157249480217406,0.03124188059660163,0.020927945947409276,0.00010008691549073384,0.00018967984586752768,0.00013265419714351653,0.00014425142925017035,3.043571725300642e-05,-0.0002716932670319855
0.30836838622390517,0.36889074893274715,0.2053410222393881,0.0615596480551718,0.03125893880549363,0.02177589221264669,0.00010443052448445596,0.00019778004015641437,0.00013892994148310907,0.00027179373474752713,3.095019876698521e-05,-0.0002734651920596676
0.3062136349127968,0.3662237863469307,0.20828020978102657,0.06247057361426279,0.031718476092956256,0.022097257138050518,0.00011282336205152465,0.0002107277895915857,0.00014808102836370908,0.00028552384488985267,0.00011199140439266443,-0.0002744628723570322
0.30394699666262437,0.3633758940750717,0.2114040610511653,0.06342135390063701,0.032209924950512156,0.022416886694539402,0.0001152483782751109,0.0002239551113443148,0.00015885655309193827,0.0002998736405923869,0.00012141286238538348,-0.0003283431679572331
0.3029352336092515,0.3621510425977575,0.21118756872477598,0.06470503777873549,0.032883353564253294,0.02286684661566227,0.00011808823125641922,0.00022944201298810926,0.00017104600158116323,0.0003173449159976229,0.0001325899076855993,-0.0003307166750850245
0.30229597863271956,0.36136230016335075,0.2112065232462811,0.06478591294872912,0.03364074219299175,0.023375871283685304,0.00012096817503547526,0.00023538263579403736,0.00017546669604738012,0.00033673699573069784,0.00014496181691854112,-0.0003334922426045805
0.30184474418801066,0.3608065883611203,0.21137313420756002,0.06491879144682042,0.03374407401331075,0.023932911572948003,0.0001243002591805603,0.00024145359255006802,0.0001806194155472199,0.00034430559923306355,0.00015869591589926562,-0.00033641164515395007
0.3008812219119858,0.3596312047970711,0.21254171730909385,0.06535566650513122,0.03400860404908197,0.02413968014772121,0.00012849203873071963,0.0002494412909652083,0.00018747219174704882,0.00035380002605781685,0.00016551133157983823,-0.0003377768962479432
0.29986855671247864,0.35840329923623776,0.21377261129283992,0.06581661226910607,0.03428718642908897,0.024359159750710353,0.000130172624155822,0.0002580357642560444,0.000194826324595416,0.00036398135052084573,0.00017289667943255212,-0.00033771666471932586
0.29919502186719016,0.3575851097522544,0.21403280494128749,0.06639660635362002,0.034634491018561926,0.024622375864279858,0.00013205263332176267,0.0002619324130662668,0.00020290729213902394,0.0003756641414540822,0.00018117595685660475,-0.00033782502407275197
0.29859357117580265,0.3568500809180494,0.2144129274173146,0.06662707695244972,0.03502315568320081,0.02491579189183234,0.00013400062937376695,0.00026614606462953906,0.0002065077203514705,0.00038847783600333945,0.0001902816371911637,-0.00033796717593676776
0.29798695678212317,0.3561106391871097,0.21490979742927507,0.06690674693055657,0.03522765637800042,0.02524191463807587,0.00013621458614912293,0.00027065261917993125,0.0002105769089213072,0.0003948082277403649,0.0002003232174128257,-0.00033802498116392894
0.3017341245523142,0.360615735778396,0.20950012803391957,0.06533683624749431,0.03447702617949437,0.024738478557529763,0.00013392847989605108,0.00026599616601957814,0.0002074011856420614,0.0003918270612045747,0.00019764112928858472,-0.0003414405993370362
0.3057636645524282,0.3654656580902585,0.2036807158944217,0.06365397722134945,0.0336717417306177,0.024198568361029547,0.00013056101957641182,0.0002608875378325703,0.00020385444046627503,0.0003883941090440176,0.00019459953075099055,-0.0003450315366084592
0.3074373900935884,0.36745927998724437,0.20427541341192168,0.06131206362619594,0.032494454607672106,0.02343468686956983,0.00012629283251055896,0.00025197662734860915,0.00019880810351273517,0.0003798730526116787,0.00018916202816640483,-0.00034641133884764425
